,age,CompanyName,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
3171,11,Tata,450000,68240,0,1,0,0,13.93,2956,138.1,320Nm@ 1700-2700rpm,7
3172,15,Mahindra,450000,78000,0,1,0,0,15.4,1997,120.0,280Nm@ 1800-2800rpm,7
3174,13,Maruti,200000,35000,1,1,0,0,18.9,998,67.1,90Nm@ 3500rpm,5
3175,5,Maruti,611000,9000,1,1,0,0,19.1,1197,85.8,114Nm@ 4000rpm,5
3176,7,Hyundai,819999,39000,0,1,0,0,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5
3177,7,Hyundai,825000,39000,0,1,0,0,21.38,1396,88.7,219.7Nm@ 1500-2750rpm,5
3178,8,Ford,599000,92651,0,1,0,0,21.7,1498,98.96,215Nm@ 1750-2500rpm,5
3179,5,Maruti,490000,28000,1,1,0,0,16.1,1197,85.0,"113Nm@ 4,500rpm",5
3180,3,Tata,500000,40000,1,0,0,0,17.57,1193,88.7,140Nm@ 1500-4000rpm,5
3182,6,Mahindra,1100000,88754,0,1,0,0,16.0,2179,140.0,330Nm@ 1600-2800rpm,7
3183,4,Ford,675000,7000,1,0,0,0,19.4,1194,94.93,120Nm@ 4250rpm,5
3184,5,Mahindra,1350000,40000,0,0,0,0,16.0,2179,138.0,330Nm@ 1600-2800rpm,7
3185,5,Hyundai,570000,20000,1,0,0,0,18.9,1197,81.86,113.75nm@ 4000rpm,5
3186,6,Hyundai,455000,50000,0,0,0,0,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5
3187,10,Hyundai,165000,45000,1,0,0,1,21.1,814,55.2,74.5Nm@ 4000rpm,5
3188,7,Honda,925000,22000,1,0,0,0,17.8,1497,117.3,145Nm@ 4600rpm,5
3189,9,Tata,215000,100000,0,0,0,1,25.0,1396,69.01,140Nm@ 1800-3000rpm,5
3190,7,Maruti,470000,23700,1,0,0,0,20.4,1197,81.8,113Nm@ 4200rpm,5
3191,7,Maruti,470000,23700,1,0,0,0,20.4,1197,81.8,113Nm@ 4200rpm,5
3192,6,Maruti,650000,60000,0,0,0,0,28.09,1248,88.5,200Nm@ 1750rpm,5
3193,6,Renault,900000,50000,0,0,0,0,20.37,1461,108.45,240Nm@ 1750rpm,5
3195,14,Ford,190000,100000,0,0,0,1,17.8,1399,67.0,160Nm@ 2000rpm,5
3196,6,Hyundai,715000,60000,0,0,0,0,21.19,1396,88.73,219.66nm@ 1500-2750rpm,5
3197,10,Tata,227999,60000,0,0,0,1,25.0,1396,69.01,140Nm@ 1800-3000rpm,5
3199,8,Chevrolet,200000,40000,0,0,0,0,25.44,936,56.3,142.5Nm@ 1750rpm,5
3200,6,Maruti,400000,110000,2,0,0,0,26.6,998,58.16,77Nm@ 3500rpm,5
3201,7,Maruti,725000,110000,0,0,0,0,24.52,1248,88.5,200Nm@ 1750rpm,7
3202,9,Ford,300000,80000,0,0,0,0,20.0,1399,68.05,160Nm@ 2000rpm,5
3203,7,Toyota,1151000,69500,0,0,0,1,12.99,2494,100.6,200Nm@ 1200-3600rpm,8
3204,9,Datsun,225000,33000,1,0,0,0,20.63,1198,67.0,104Nm@ 4000rpm,5
3205,7,Hyundai,380000,80000,1,0,0,0,19.81,1086,68.05,99.04Nm@ 4500rpm,5
3206,4,Hyundai,630000,5000,1,0,0,0,18.6,1197,81.86,117nm@ 4000rpm,5
3207,9,Hyundai,351000,25000,1,0,0,0,20.36,1197,78.9,111.7Nm@ 4000rpm,5
3208,11,Skoda,199000,50000,0,0,0,1,20.86,1199,75.0,180Nm@ 2000rpm,5
3209,6,Tata,850000,50000,0,0,0,0,17.6,2179,147.94,320Nm@ 1500-3000rpm,7
3210,13,Tata,105000,120000,0,0,0,1,18.0,1248,75.0,190Nm@ 1750rpm,5
3211,13,Tata,300000,120000,0,0,0,2,18.8,1248,90.0,200Nm@ 1750-3000rpm,5
3212,7,Toyota,950000,80000,0,0,0,0,12.99,2494,100.6,200Nm@ 1200-3600rpm,7
3213,8,Mahindra,430000,110000,0,0,0,1,18.49,1493,100.0,240Nm@ 1600-2800rpm,7
3214,7,Ford,2100000,80000,0,0,1,0,10.91,3198,197.0,470Nm@ 1750-2500rpm,7
3215,5,Hyundai,540000,30000,0,0,0,0,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5
3216,11,Hyundai,175000,60000,3,0,0,1,17.8,1086,63.0,"9.8@ 3,000(kgm@ rpm)",5
3217,5,Hyundai,1150000,44000,0,0,1,0,17.01,1582,126.2,259.9Nm@ 1900-2750rpm,5
3218,3,Maruti,350000,5000,1,0,0,0,22.05,796,47.3,69Nm@ 3500rpm,5
3219,4,Hyundai,690000,18000,1,0,0,0,18.6,1197,81.86,114.73nm@ 4000rpm,5
3220,8,Hyundai,535000,80000,0,0,0,0,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
3221,7,Maruti,730000,100000,0,0,0,0,24.3,1248,88.5,200Nm@ 1750rpm,5
3222,7,Hyundai,280000,19000,1,0,0,0,21.1,814,55.2,74.5Nm@ 4000rpm,5
3223,4,Maruti,650000,33000,1,0,1,0,21.21,1197,81.8,113Nm@ 4200rpm,5
3224,11,Toyota,520000,162000,0,0,0,3,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7
3225,3,Hyundai,360000,65000,1,0,0,1,20.14,1197,81.86,113.75nm@ 4000rpm,5
3226,12,Maruti,250000,170000,0,0,0,0,19.3,1248,73.9,190Nm@ 2000rpm,5
3227,6,Volkswagen,575000,40000,0,0,0,0,21.66,1498,108.62,250Nm@ 1500-3000rpm,5
3228,11,Tata,170000,120000,0,0,0,2,19.09,1396,69.0,135Nm@ 2500rpm,5
3229,6,Maruti,711000,53000,0,0,0,0,24.3,1248,88.5,200Nm@ 1750rpm,5
3230,10,Maruti,250000,90000,1,0,0,0,18.9,998,67.1,90Nm@ 3500rpm,5
3231,6,Maruti,675000,35000,0,0,0,0,26.59,1248,74.0,190Nm@ 2000rpm,5
3232,7,Maruti,325000,50000,1,0,0,0,20.51,998,67.04,90Nm@ 3500rpm,5
3233,7,Maruti,250000,20000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
3234,4,Maruti,740000,38000,0,0,1,0,28.4,1248,74.0,190Nm@ 2000rpm,5
3242,6,Honda,1750000,73000,1,1,1,0,12.0,2354,187.4,226Nm@ 4400rpm,5
3244,6,Maruti,800000,28050,0,1,0,0,28.09,1248,88.5,200Nm@ 1750rpm,5
3245,6,Honda,1825000,58000,1,1,1,0,12.0,2354,187.4,226Nm@ 4400rpm,5
3246,6,Tata,1295000,58000,0,1,1,0,17.6,2179,153.86,400Nm@ 1750-2500rpm,7
3247,9,Renault,425000,69000,0,1,0,0,19.87,1461,83.8,200Nm@ 1750rpm,5
3248,7,Mercedes-Benz,4090000,70000,0,1,1,0,12.0,2987,224.0,510Nm@ 1600-2800rpm,7
3249,8,Hyundai,910000,40000,0,1,1,0,17.6,1582,126.2,259.87NM@ 1500-3000rpm,5
3253,12,Mahindra,325000,142000,0,0,0,0,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
3254,7,Maruti,500000,22947,1,0,0,0,20.4,1197,81.8,113Nm@ 4200rpm,5
3255,10,Hyundai,300000,30000,1,0,0,1,20.36,1197,78.9,111.8Nm@ 4000rpm,5
3256,7,Hyundai,270000,7672,1,0,0,0,21.1,814,55.2,74.5Nm@ 4000rpm,5
3257,13,Maruti,160000,36659,1,0,0,0,19.7,796,46.3,62Nm@ 3000rpm,5
3258,7,Maruti,210000,60000,1,0,0,0,16.8,796,34.2,59Nm@ 2500rpm,8
3259,9,Mahindra,850000,120000,0,0,0,0,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
3260,9,Mahindra,880000,120000,0,0,0,0,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
3261,13,Maruti,150000,39000,1,0,0,0,16.9,1061,64.9,"8.6@ 3,500(kgm@ rpm)",5
3262,8,Mahindra,775000,45000,0,0,1,0,18.49,1493,100.0,230Nm@ 1500-2250rpm,7
3263,14,Maruti,160000,70000,1,0,0,2,19.7,796,46.3,62Nm@ 3000rpm,5
3264,11,Ford,220000,100000,0,0,0,1,20.0,1399,68.0,160Nm@ 2000rpm,5
3265,6,Hyundai,670000,48000,0,0,0,0,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
3266,5,Hyundai,780000,35000,0,0,0,0,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
3267,6,Maruti,515000,23000,1,0,0,0,21.4,1197,83.1,115Nm@ 4000rpm,5
3268,6,Hyundai,800000,14000,0,0,0,0,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
3270,9,Mahindra,850000,60000,0,0,0,0,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
3271,10,Hyundai,200000,60000,1,0,0,1,21.1,814,55.2,74.5Nm@ 4000rpm,5
3272,15,Skoda,140000,150000,0,0,0,2,19.4,1422,70.0,155 Nm at 1600-2800 rpm,5
3273,7,Hyundai,800000,80000,1,0,1,1,17.01,1591,121.3,154.9Nm@ 4200rpm,5
3274,10,Maruti,250000,35000,1,0,0,0,20.92,998,67.1,90Nm@ 3500rpm,5
3275,6,Maruti,800000,44500,0,0,0,0,25.1,1248,88.5,200Nm@ 1750rpm,5
3276,8,Maruti,600000,60000,0,0,0,2,26.21,1248,88.5,200Nm@ 1750rpm,5
3277,11,Renault,250000,120000,0,0,0,2,21.8,1461,78.0,240Nm@ 2000rpm,5
3278,7,Honda,500000,80000,0,0,0,1,25.8,1498,98.6,200Nm@ 1750rpm,5
3279,4,Maruti,750000,9900,1,0,0,0,11.96,1298,80.0,103Nm@ 4500rpm,8
3280,9,Maruti,650000,68000,0,0,0,0,22.9,1248,74.0,190Nm@ 2000rpm,5
3282,7,Honda,950000,60000,0,0,0,0,21.9,1498,98.6,200Nm@ 1750rpm,7
3283,8,Chevrolet,580000,110000,0,0,0,1,13.58,2499,72.4,171Nm@ 1800rpm,10
3284,4,Hyundai,640000,10000,1,0,0,0,18.9,1197,81.86,113.75nm@ 4000rpm,5
3285,9,Mahindra,800000,80000,0,0,1,0,11.79,2179,120.0,290Nm@ 1800-2800rpm,8
3286,12,Maruti,347000,30000,1,0,0,0,19.0,998,66.1,90Nm@ 3500rpm,5
3287,9,Mahindra,1000000,120000,0,0,0,2,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
3288,7,Hyundai,300000,35000,1,0,0,0,21.1,814,55.2,74.5Nm@ 4000rpm,5
3289,6,Tata,493000,40000,1,0,0,0,20.3,1199,84.0,114Nm@ 3500rpm,5
3290,9,Hyundai,370000,60000,1,0,0,0,18.9,1197,82.0,114Nm@ 4000rpm,5
3291,15,Maruti,250000,90000,0,0,0,3,19.3,1248,73.9,190Nm@ 2000rpm,5
3292,6,Datsun,300000,20000,1,0,0,0,22.5,999,67.0,91Nm@ 4250rpm,5
3293,6,Renault,450000,40000,1,0,1,0,24.04,999,67.0,91Nm@ 4250rpm,5
3294,13,Ford,185000,124316,0,1,0,1,20.0,1399,68.0,160Nm@ 2000rpm,5
3295,4,Mahindra,1225000,6544,0,0,0,0,20.0,1497,115.0,300Nm@ 1500-2500rpm,5
3296,8,Toyota,1000000,50000,0,0,0,0,12.99,2494,100.6,200Nm@ 1200-3600rpm,8
3297,7,Hyundai,600000,10000,1,0,0,0,18.6,1197,81.83,114.7Nm@ 4000rpm,5
3298,5,Mahindra,1100000,50000,0,0,0,0,15.1,2179,152.87,360Nm@ 1750-2800rpm,7
3299,8,Hyundai,360000,30000,1,0,0,1,18.9,1197,81.86,113.75Nm@ 4000rpm,5
3300,11,Maruti,285000,69000,1,0,0,0,17.5,1298,85.8,114Nm@ 4000rpm,5
3301,7,Mahindra,350000,49600,0,0,0,1,25.32,1198,77.0,190Nm@ 1750-2250rpm,6
3302,15,Hyundai,130000,30000,1,0,0,1,19.81,1086,68.05,99.04Nm@ 4500rpm,5
3303,7,Chevrolet,500000,198000,0,0,0,0,18.2,1248,73.74,172.5Nm@ 1750rpm,8
3304,13,Hyundai,350000,80000,1,0,0,0,17.0,1197,80.0,"11.4 kgm at 4,000 rpm",5
3305,4,Maruti,685000,19000,1,0,1,0,21.4,1197,83.1,115Nm@ 4000rpm,5
3306,3,Maruti,399000,5000,2,0,0,0,21.94,1196,61.7,85Nm@ 3000rpm,5
3307,6,Hyundai,525000,10000,1,0,0,0,18.9,1197,81.86,113.75nm@ 4000rpm,5
3308,6,Maruti,765000,40000,1,0,0,0,17.5,1373,91.1,130Nm@ 4000rpm,7
3309,11,Maruti,450000,97000,0,0,0,2,22.9,1248,74.0,190Nm@ 2000rpm,5
3311,9,Nissan,390000,30000,1,0,0,0,19.69,1198,67.04,104Nm@ 4000rpm,5
3312,6,Maruti,940000,120000,0,0,0,0,24.52,1248,88.5,200Nm@ 1750rpm,7
3313,10,Renault,650000,120000,0,0,0,1,19.01,1461,108.45,248Nm@ 2250rpm,5
3314,11,Ford,320000,103994,0,0,0,3,20.0,1399,68.0,160Nm@ 2000rpm,5
3315,20,Toyota,145000,70000,1,0,0,1,13.4,1794,125.0,"16.1@ 4,200(kgm@ rpm)",5
3316,6,Ford,670000,70000,0,0,0,0,25.83,1498,99.0,215Nm@ 1750-3000rpm,5
3317,12,Maruti,350000,115000,0,0,0,3,21.5,1248,88.8,200Nm@ 1750rpm,5
3318,11,Tata,285000,178000,0,0,0,1,22.3,1248,74.0,190Nm@ 1750-3000rpm,5
3319,12,Maruti,300000,40000,1,0,0,2,19.0,998,67.1,90Nm@ 3500rpm,5
3320,12,Ford,300000,80000,0,0,0,0,20.0,1399,68.0,160Nm@ 2000rpm,5
3321,14,Audi,810000,98000,0,0,1,3,12.07,2967,241.4,550Nm@ 1750-2750rpm,7
3322,14,Tata,90000,118000,0,0,0,1,16.8,1405,62.0,"12.5@ 2,500(kgm@ rpm)",5
3323,19,Maruti,100000,100000,1,0,0,1,19.7,796,46.3,62Nm@ 3000rpm,5
3324,14,Tata,90000,120000,0,0,0,1,17.88,1396,52.8,85Nm@ 2500rpm,5
3325,10,Mahindra,459999,120000,0,0,0,1,13.5,2609,115.0,277.5Nm@ 1700-2200rpm,5
3326,14,Toyota,525000,217000,0,0,0,3,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8
3327,12,Maruti,250000,65000,1,0,0,1,18.9,998,67.1,90Nm@ 3500rpm,5
3328,11,Hyundai,300000,41000,1,0,0,1,20.36,1197,78.9,111.8Nm@ 4000rpm,5
3329,18,Maruti,130000,120000,1,0,0,1,16.1,1298,88.2,"11.5@ 4,500(kgm@ rpm)",5
3330,12,Maruti,199000,70000,1,0,0,2,20.92,998,67.1,90Nm@ 3500rpm,5
3331,11,Renault,545000,90000,0,0,0,1,20.46,1461,83.8,200Nm@ 1900rpm,5
3332,9,Maruti,570000,80000,0,0,0,1,20.77,1248,88.8,200Nm@ 1750rpm,7
3333,17,Honda,150000,120000,1,0,0,1,16.9,1497,100.0,"13.5@ 4,800(kgm@ rpm)",5
3334,14,Maruti,114999,100000,1,0,0,0,19.7,796,46.3,62Nm@ 3000rpm,5
3335,5,Tata,450000,35000,1,0,0,0,20.3,1199,84.0,114Nm@ 3500rpm,5
3336,4,Renault,600000,5000,1,0,0,0,20.0,999,72.0,96Nm@ 3500rpm,7
3337,7,Maruti,610000,110000,0,0,0,0,24.3,1248,88.5,200Nm@ 1750rpm,5
3338,6,Hyundai,690000,20000,1,0,0,0,18.6,1197,81.83,114.7Nm@ 4000rpm,5
3339,5,Tata,790000,15000,1,0,0,0,17.0,1198,108.5,170Nm@ 1750-4000rpm,5
3340,9,Maruti,254999,40000,1,0,0,1,20.92,998,67.1,90Nm@ 3500rpm,5
3341,7,Honda,500000,41000,1,0,0,0,18.7,1199,88.7,110Nm@ 4800rpm,5
3342,12,Mahindra,340000,100000,0,0,0,1,13.6,2523,63.0,180 Nm at 1440-1500rpm,7
3343,16,Mahindra,245000,110000,0,0,0,2,13.6,2523,63.0,180 Nm at 1440-1500rpm,7
3344,11,Ford,340000,120000,0,0,0,2,17.8,1399,67.0,160Nm@ 2000rpm,5
3345,15,Maruti,221000,35008,1,1,0,0,21.79,998,67.05,90Nm@ 3500rpm,5
3346,6,Datsun,270000,31100,1,1,0,0,22.7,799,53.64,72Nm@ 4386rpm,5
3347,9,Hyundai,455000,42312,0,1,0,0,24.4,1120,71.0,180.4Nm@ 1750-2500rpm,5
3348,12,Toyota,300000,72000,1,1,0,0,17.6,1496,88.7,132Nm@ 3000rpm,5
3349,9,Toyota,480000,54891,0,1,0,0,23.59,1364,67.04,170Nm@ 1800-2400rpm,5
3350,5,Hyundai,1000000,30000,0,0,1,0,22.0,1582,126.2,259.87nm@ 1500-3000rpm,5
3351,6,BMW,2600000,44000,0,1,1,0,22.69,1995,190.0,400Nm@ 1750-2750rpm,5
3352,6,Toyota,1850000,18890,0,1,1,0,11.36,2755,171.5,360Nm@ 1200-3400rpm,7
3353,10,Renault,1000000,75010,0,1,1,0,13.73,1995,148.0,320Nm@ 2000rpm,5
3354,11,Renault,245000,100000,0,1,0,0,23.08,1461,63.1,160Nm@ 2000rpm,5
3355,4,Hyundai,625000,4337,1,1,1,0,18.9,1197,82.0,114Nm@ 4000rpm,5
3356,5,Volkswagen,560000,14495,1,1,0,0,18.78,999,75.0,95Nm@ 3000-4300rpm,5
3357,5,Mahindra,1475000,24000,0,1,0,0,15.1,2179,152.87,360Nm@ 1750-2800rpm,7
3358,13,Toyota,425000,83585,0,1,0,0,21.43,1364,87.2,205Nm@ 1800-2800rpm,5
3359,9,Volkswagen,550000,31000,1,1,1,1,17.21,1197,103.6,175Nm@ 1500-4100rpm,5
3360,7,Toyota,1475000,100000,0,1,0,0,13.68,2393,147.8,343Nm@ 1400-2800rpm,7
3361,6,Renault,750000,48406,0,1,0,0,19.87,1461,83.8,200Nm@ 1750rpm,5
3362,7,Hyundai,570000,56239,0,1,0,0,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
3363,8,Maruti,585000,33243,1,1,0,0,21.4,1197,83.1,115Nm@ 4000rpm,5
3364,7,Honda,600000,26000,1,1,1,0,19.0,1199,88.7,110Nm@ 4800rpm,5
3366,7,Hyundai,530000,120000,1,0,0,1,17.19,1197,81.86,114.73Nm@ 4000rpm,5
3373,18,Ford,150000,15858,1,0,0,0,13.8,1299,70.0,"10.7@ 2,500(kgm@ rpm)",5
3374,6,Maruti,310000,15000,1,0,0,0,24.7,796,47.3,69Nm@ 3500rpm,5
3375,9,Chevrolet,500000,50000,0,0,0,0,13.58,2499,72.4,171Nm@ 1800rpm,9
3376,10,Chevrolet,200000,60000,0,0,0,1,25.44,936,57.6,150Nm@ 1750rpm,5
3377,5,Renault,900000,35000,0,0,0,0,21.04,1461,83.8,200Nm@ 1900rpm,7
3378,23,Ambassador,75000,90000,0,0,0,1,12.8,1489,35.5,72.9Nm@ 2250rpm,5
3379,8,Maruti,400000,50000,1,0,0,0,20.4,1197,83.11,113Nm@ 4200rpm,5
3380,8,Honda,650000,110000,0,0,0,0,24.5,1498,98.6,200Nm@ 1750rpm,7
3381,8,Maruti,480000,87847,0,1,0,0,28.4,1248,74.0,190Nm@ 2000rpm,5
3382,14,Maruti,140000,35000,1,0,0,0,19.7,796,46.3,62Nm@ 3000rpm,5
3383,5,Maruti,550000,5000,1,0,0,0,22.0,1197,81.8,113Nm@ 4200rpm,5
3384,6,Maruti,380000,29000,1,0,1,0,20.51,998,67.0,90Nm@ 3500rpm,5
3385,7,Tata,440000,20000,0,0,0,0,19.09,1405,69.01,135Nm@ 2500rpm,5
3386,5,Maruti,630000,15000,1,0,0,0,21.21,1197,81.8,113Nm@ 4200rpm,5
3387,6,Renault,250000,40000,1,0,0,0,25.17,799,53.3,72Nm@ 4386rpm,5
3388,14,Maruti,120000,17000,1,0,0,0,19.7,796,46.3,62Nm@ 3000rpm,5
3389,11,Tata,287000,120000,0,0,0,0,21.12,1248,88.8,200Nm@ 1750-3000rpm,5
3390,7,Maruti,550000,45000,1,0,0,0,21.4,1197,83.1,115Nm@ 4000rpm,5
3391,7,Mahindra,950000,60000,0,0,0,2,15.4,1997,120.0,280Nm@ 1800-2800rpm,7
3392,4,Tata,1630000,25000,0,0,0,0,17.0,1956,138.1,350Nm@ 1750-2500rpm,5
3393,8,Ford,501000,80000,0,0,0,1,25.01,1498,89.75,204Nm@ 2000-2750rpm,5
3394,9,Mahindra,550000,70000,0,0,0,0,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
3395,7,Maruti,300000,25000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
3396,8,Maruti,300000,50000,1,0,0,2,20.51,998,67.04,90Nm@ 3500rpm,5
3400,7,Chevrolet,550000,15000,1,0,0,0,18.2,1199,82.4,108.5Nm@ 5000rpm,5
3401,11,Mahindra,700000,100000,0,0,0,1,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
3402,12,Tata,181000,70000,1,0,0,0,15.64,1193,64.1,100Nm@ 2700rpm,5
3403,14,Mahindra,365000,110000,0,0,1,1,11.79,2179,120.0,290Nm@ 1800-2800rpm,8
3405,6,Maruti,400000,10000,1,0,1,0,23.95,998,67.1,90Nm@ 3500rpm,5
3406,13,Hyundai,210000,110000,1,0,0,0,20.36,1197,78.9,111.8Nm@ 4000rpm,5
3407,10,Hyundai,500000,87000,0,0,0,1,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5
3408,6,Jaguar,2711000,9000,0,1,1,0,13.6,1999,177.0,430Nm@ 1750-2500rpm,5
3428,6,Tata,550000,120000,1,0,0,0,17.57,1193,88.7,140Nm@ 1500-4000rpm,5
3429,10,Maruti,509999,148000,0,0,0,0,20.77,1248,88.8,200Nm@ 1750rpm,7
3430,10,Hyundai,459999,60000,0,0,0,1,21.27,1396,88.76,219.6Nm@ 1500-2750rpm,5
3431,8,Maruti,310000,18000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
3432,5,Tata,775000,80000,0,0,0,0,22.95,1248,74.0,190Nm@ 1750-3000rpm,5
3433,19,Maruti,105000,96000,1,0,0,2,19.7,796,46.3,62Nm@ 3000rpm,5
3434,8,Honda,430000,97000,0,0,0,1,25.8,1498,98.6,200Nm@ 1750rpm,5
3435,10,Hyundai,360000,210000,0,0,0,2,21.9,1396,88.76,219.6Nm@ 1750-2750rpm,5
3436,11,Volkswagen,400000,60000,0,0,0,2,20.5,1598,105.0,250Nm@ 1500-2500rpm,5
3437,9,Maruti,600000,90000,0,0,0,0,23.4,1248,74.0,190Nm@ 2000rpm,5
3438,4,Honda,580000,35000,1,0,0,0,17.5,1199,88.7,110Nm@ 4800rpm,5
3439,11,Mahindra,140000,120000,0,0,0,1,21.03,1461,65.0,160Nm@ 2000rpm,5
3440,15,Tata,210000,100000,0,0,0,0,19.61,1405,70.0,135.4Nm@ 2500,5
3441,6,Hyundai,550000,20000,1,0,0,0,18.9,1197,82.0,114Nm@ 4000rpm,5
3442,10,Chevrolet,120000,110000,1,0,0,1,18.2,1199,84.8,113Nm@ 5000rpm,5
3443,10,Toyota,400000,35000,0,0,0,0,12.99,2494,100.6,200Nm@ 1400-3400rpm,7
3444,5,Honda,1035000,15000,0,0,0,0,25.5,1498,98.6,200Nm@ 1750rpm,5
3445,8,Maruti,625000,90000,0,0,0,0,26.21,1248,88.5,200Nm@ 1750rpm,5
3446,15,Hyundai,200000,40000,1,0,0,0,20.36,1197,78.9,111.7Nm@ 4000rpm,5
3447,10,Tata,316000,140000,0,0,0,0,21.02,1248,88.76,200Nm@ 1750-3000rpm,5
3448,6,Maruti,813000,110000,0,0,0,0,24.3,1248,88.5,200Nm@ 1750rpm,5
3449,7,Toyota,1575000,55000,0,0,1,0,11.36,2755,171.5,360Nm@ 1200-3400rpm,7
3450,10,Toyota,900000,73000,0,0,0,0,12.99,2494,100.0,200Nm@ 1400-3400rpm,8
3451,8,Maruti,650000,100000,0,0,0,0,20.77,1248,88.76,200Nm@ 1750rpm,7
3452,8,Ford,459999,32000,0,0,0,1,25.83,1498,99.0,215Nm@ 1750-3000rpm,5
3453,11,Nissan,290000,112072,0,0,0,0,21.64,1461,84.8,200Nm@ 2000rpm,5
3454,9,Ford,400000,30000,0,0,0,0,20.0,1399,68.05,160Nm@ 2000rpm,5
3455,7,Maruti,565000,70000,0,0,0,1,25.2,1248,74.0,190Nm@ 2000rpm,5
3457,14,Chevrolet,150000,80000,1,0,0,1,18.0,995,62.0,90.3Nm@ 4200rpm,5
3458,16,BMW,480000,110000,0,0,1,3,16.07,1995,181.0,380Nm@ 1750-3000rpm,5
3459,16,Maruti,70000,80000,1,0,0,1,18.2,1061,64.0,84Nm@ 3500rpm,5
3461,12,Mercedes-Benz,1190000,80000,1,0,1,1,10.93,2497,204.0,245Nm@ 5000rpm,5
3463,5,Ford,900000,19000,0,0,0,0,23.0,1498,98.96,205Nm@ 1750-3250rpm,5
3464,8,Hyundai,600000,40000,0,0,0,0,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
3465,8,Mahindra,1100000,52269,0,0,0,0,15.4,2179,120.0,280Nm@ 1800-2800rpm,7
3466,13,Maruti,120000,170000,3,0,0,1,10.9,796,32.8,57Nm@ 2500rpm,5
3469,14,Hyundai,229999,60000,1,0,0,2,18.5,1197,80.0,"11.4 kgm at 4,000 rpm",5
3470,6,Honda,570000,15780,1,0,0,0,17.8,1198,86.7,109Nm@ 4500rpm,5
3471,9,Hyundai,575000,106000,0,0,0,0,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5
3472,11,Volkswagen,280000,80000,0,0,0,2,20.54,1598,103.6,250Nm@ 1500-2500rpm,5
3473,8,Hyundai,580000,74000,0,0,0,1,21.19,1396,88.73,219.66nm@ 1500-2750rpm,5
3474,5,Maruti,875000,35000,0,0,0,1,25.47,1248,88.5,200Nm@ 1750rpm,7
3475,10,Hyundai,500000,70000,0,0,0,2,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5
3476,8,Maruti,700000,60000,0,0,0,0,26.21,1248,88.5,200Nm@ 1750rpm,5
3477,7,Ford,388000,50000,1,0,0,1,18.16,1196,86.8,112Nm@ 4000rpm,5
3478,12,Hyundai,225000,80000,1,0,0,1,20.36,1197,78.9,111.8Nm@ 4000rpm,5
3479,12,Tata,90000,90000,1,0,0,1,15.64,1193,64.08,100Nm@ 2700rpm,5
3480,9,Renault,600000,114000,0,0,0,0,19.01,1461,108.45,248Nm@ 2250rpm,5
3481,14,Hyundai,235000,100000,1,0,0,0,18.5,1197,80.0,"11.4 kgm at 4,000 rpm",5
3482,12,Hyundai,350000,100000,0,0,0,1,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5
3483,12,Hyundai,235000,80000,1,0,0,1,20.36,1197,78.9,111.8Nm@ 4000rpm,5
3484,13,Maruti,190000,35000,1,0,0,0,19.7,796,46.3,62Nm@ 3000rpm,5
3485,12,Tata,325000,79000,0,0,0,0,21.12,1248,88.8,200Nm@ 1750-3000rpm,5
3486,16,Hyundai,550000,2360457,1,0,0,1,18.6,1197,81.83,114.7Nm@ 4000rpm,5
3487,12,Volkswagen,300000,120000,0,0,0,2,20.54,1598,103.6,250Nm@ 1500-2500rpm,5
3488,6,Tata,550000,10000,1,0,0,0,20.3,1199,84.0,114Nm@ 3500rpm,5
3489,10,Mahindra,720000,150000,0,0,0,1,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
3490,12,Nissan,110000,110000,1,0,0,0,18.06,1198,75.0,104Nm@ 4000rpm,5
3491,5,Maruti,310000,10000,1,0,0,0,24.7,796,47.3,69Nm@ 3500rpm,5
3492,13,Maruti,150000,70000,3,0,0,1,26.2,998,58.2,77Nm@ 3500rpm,5
